INFO 2022-01-09 18:13:49,793 login_user_page ok
INFO 2022-01-09 18:14:01,441 login_user_page ok
INFO 2022-01-09 18:14:17,696 announcement_chapter OK
INFO 2022-01-09 18:14:18,405 announcement_chapter OK
INFO 2022-01-09 18:14:45,882 login_user_page ok
INFO 2022-01-09 19:39:04,197 register OK
INFO 2022-01-09 19:39:22,492 login_user_page ok
INFO 2022-01-09 19:46:44,677 user_logout OK
INFO 2022-01-09 19:48:31,267 announcement_chapter OK
INFO 2022-01-09 19:50:33,788 index_page OK
INFO 2022-01-09 19:52:05,562 announcement_chapter OK
INFO 2022-01-09 19:52:07,120 announcement_chapter OK
INFO 2022-01-09 19:52:12,077 index_page OK
INFO 2022-01-09 19:55:25,367 login_user_page ok
INFO 2022-01-09 19:55:32,815 index_page OK
INFO 2022-01-09 19:56:16,522 index_page OK
INFO 2022-01-09 19:56:56,210 index_page OK
INFO 2022-01-09 19:58:03,193 personal_area OK
INFO 2022-01-09 20:09:55,406 editing_announcement OK
INFO 2022-01-09 20:10:07,282 personal_area OK
INFO 2022-01-09 20:15:29,870 create_announcement OK
INFO 2022-01-09 20:15:56,748 editing_announcement OK
INFO 2022-01-09 20:16:01,443 change_anons OK
INFO 2022-01-09 20:16:08,364 index_page OK
INFO 2022-01-09 20:19:22,135 announsement OK
INFO 2022-01-09 20:19:27,358 index_page OK
INFO 2022-01-09 20:22:23,865 login_admin OK
INFO 2022-01-09 20:26:56,731 admin_user OK
INFO 2022-01-09 20:27:06,376 admin_user OK
INFO 2022-01-09 20:27:08,578 all_admins OK
INFO 2022-01-09 20:29:13,798 admin_anons OK
INFO 2022-01-09 20:29:28,506 admin_anons OK
INFO 2022-01-09 20:30:15,710 index_page OK
INFO 2022-01-09 20:30:17,840 admin_anons OK
INFO 2022-01-09 20:30:20,302 all_admins OK
INFO 2022-01-09 20:30:25,944 personal_area OK
INFO 2022-01-09 20:30:27,369 create_announcement OK
ERROR 2022-01-09 20:30:35,232 create_announcement cannot identify image file <FileStorage: '' ('application/octet-stream')>
ERROR 2022-01-09 20:32:37,690 create_announcement cannot identify image file <FileStorage: '' ('application/octet-stream')>
ERROR 2022-01-09 20:32:41,891 create_announcement cannot identify image file <FileStorage: '' ('application/octet-stream')>
INFO 2022-01-09 20:32:45,572 index_page OK
INFO 2022-01-09 20:32:46,877 personal_area OK
INFO 2022-01-09 20:32:48,340 create_announcement OK
ERROR 2022-01-09 20:32:52,435 create_announcement cannot identify image file <FileStorage: '' ('application/octet-stream')>
INFO 2022-01-09 20:33:34,911 index_page OK
INFO 2022-01-09 20:33:36,168 personal_area OK
INFO 2022-01-09 20:33:37,178 create_announcement OK
ERROR 2022-01-09 20:33:42,287 create_announcement cannot identify image file <FileStorage: '' ('application/octet-stream')>
INFO 2022-01-09 20:35:41,723 index_page OK
INFO 2022-01-09 20:35:43,802 personal_area OK
INFO 2022-01-09 20:35:45,690 create_announcement OK
INFO 2022-01-09 20:38:31,353 create_announcement OK
INFO 2022-01-09 20:38:38,180 create_announcement OK
INFO 2022-01-09 20:38:53,929 admin_anons OK
INFO 2022-01-09 20:38:59,150 admin_anons OK
INFO 2022-01-09 20:39:02,639 admin_anons OK
INFO 2022-01-09 20:39:05,194 admin_anons OK
INFO 2022-01-09 20:39:06,469 admin_anons OK
INFO 2022-01-09 20:39:07,364 admin_anons OK
INFO 2022-01-09 20:39:08,161 admin_anons OK
INFO 2022-01-09 20:39:08,842 admin_anons OK
INFO 2022-01-09 20:39:09,532 admin_anons OK
INFO 2022-01-09 20:39:11,057 admin_anons OK
ERROR 2022-01-09 20:39:39,290 admin_anons 'NoneType' object has no attribute 'del_announcement'
ERROR 2022-01-09 20:39:43,692 admin_anons 'NoneType' object has no attribute 'del_announcement'
INFO 2022-01-09 20:39:47,752 all_admins OK
INFO 2022-01-09 20:39:49,050 admin_anons OK
INFO 2022-01-09 20:39:51,265 admin_user OK
INFO 2022-01-09 20:39:54,428 all_admins OK
INFO 2022-01-09 20:39:55,263 admin_anons OK
INFO 2022-01-09 20:39:57,391 admin_user OK
INFO 2022-01-09 20:40:01,654 all_admins OK
INFO 2022-01-09 20:40:34,297 admin_anons OK
INFO 2022-01-09 20:42:58,003 admin_anons OK
INFO 2022-01-09 20:43:04,704 admin_user OK
INFO 2022-01-09 20:43:05,477 data_user OK
INFO 2022-01-09 20:43:50,852 index_page OK
INFO 2022-01-09 20:56:33,124 register OK
ERROR 2022-01-09 20:58:54,008 register (sqlite3.OperationalError) database is locked
[SQL: INSERT INTO user (login, user_hash, email, data, avatar, active) VALUES (?, ?, ?, ?, ?, ?)]
[parameters: ('Joi', 'pbkdf2:sha256:260000$lFueYQLjpep1nr2X$a7ca0b6c8d29da69596a85e1fdb2738f950dac6a0796f73c43448aef550a9834', 'aaaaaa', '2022-01-09 20:43:39.587671', None, None)]
(Background on this error at: https://sqlalche.me/e/14/e3q8)
ERROR 2022-01-09 20:58:56,305 register (sqlite3.OperationalError) database is locked
[SQL: INSERT INTO user (login, user_hash, email, data, avatar, active) VALUES (?, ?, ?, ?, ?, ?)]
[parameters: ('Joi', 'pbkdf2:sha256:260000$nRvhx1WKFOEsmXyQ$eea3773aac4a4dd579fc2fa4e193bd9505d2f2f4cd94fff500c319e5ec54d111', 'aaaaaa', '2022-01-09 20:43:39.587671', None, None)]
(Background on this error at: https://sqlalche.me/e/14/e3q8)
ERROR 2022-01-09 21:01:29,633 register (sqlite3.OperationalError) database is locked
[SQL: INSERT INTO user (login, user_hash, email, data, avatar, active) VALUES (?, ?, ?, ?, ?, ?)]
[parameters: ('Joi', 'pbkdf2:sha256:260000$CIr3lHzbrcwcJqYT$7d075babc6decb1c214b99e1e3c86ebe2cb86b27ccaca39759ff719bd0faee35', 'aaaaaa@gmail.com', '2022-01-09 20:43:39.587671', None, None)]
(Background on this error at: https://sqlalche.me/e/14/e3q8)
INFO 2022-01-09 21:09:05,123 index_page OK
INFO 2022-01-09 21:09:25,033 all_admins OK
INFO 2022-01-09 21:09:53,592 register OK
INFO 2022-01-09 21:10:27,552 all_admins OK
INFO 2022-01-09 21:10:29,094 admin_user OK
INFO 2022-01-09 21:10:30,762 data_user OK
ERROR 2022-01-09 21:10:37,260 data_user (sqlite3.OperationalError) database is locked
[SQL: DELETE FROM user WHERE user.id = ?]
[parameters: (4,)]
(Background on this error at: https://sqlalche.me/e/14/e3q8)
INFO 2022-01-09 21:10:58,437 register OK
INFO 2022-01-09 21:11:04,085 login_user_page ok
INFO 2022-01-09 21:12:17,748 admin_user OK
INFO 2022-01-09 21:12:19,024 data_user OK
INFO 2022-01-09 21:12:20,215 admin_user OK
INFO 2022-01-09 21:12:36,629 register OK
INFO 2022-01-09 21:16:39,532 login_user_page ok
INFO 2022-01-09 21:16:55,433 index_page OK
INFO 2022-01-09 21:17:12,158 announcement_chapter OK
INFO 2022-01-09 21:17:17,008 announcement_chapter OK
INFO 2022-01-09 21:17:18,228 announcement_chapter OK
INFO 2022-01-09 21:17:34,861 announsement OK
INFO 2022-01-09 21:17:53,257 announsement OK
INFO 2022-01-09 21:18:03,600 personal_area OK
INFO 2022-01-09 21:18:06,020 create_announcement OK
INFO 2022-01-09 21:18:09,387 editing_announcement OK
INFO 2022-01-09 21:18:12,782 personal_area OK
INFO 2022-01-09 21:18:14,166 create_announcement OK
INFO 2022-01-09 21:19:31,334 index_page OK
INFO 2022-01-09 21:19:36,294 user_logout OK
INFO 2022-01-09 21:19:36,328 index_page OK
INFO 2022-01-09 21:19:39,547 login_user_page ok
INFO 2022-01-09 21:19:43,545 login_user_page ok
INFO 2022-01-09 21:19:55,603 announsement OK
INFO 2022-01-09 21:20:19,806 announsement OK
INFO 2022-01-09 21:20:21,717 announsement OK
INFO 2022-01-09 21:20:23,101 announsement OK
INFO 2022-01-09 21:20:24,302 announsement OK
INFO 2022-01-09 21:20:24,953 announsement OK
INFO 2022-01-09 21:20:25,591 announsement OK
INFO 2022-01-09 21:20:26,050 announsement OK
INFO 2022-01-09 21:21:29,469 personal_area OK
INFO 2022-01-09 21:21:33,083 create_announcement OK
INFO 2022-01-09 21:21:37,290 personal_area OK
INFO 2022-01-09 21:21:38,395 editing_announcement OK
INFO 2022-01-09 21:21:41,596 personal_area OK
INFO 2022-01-09 21:21:48,088 personal_area OK
INFO 2022-01-09 21:22:01,787 index_page OK
INFO 2022-01-09 21:22:07,846 login_admin OK
INFO 2022-01-09 21:22:33,792 admin_user OK
INFO 2022-01-09 21:22:42,701 admin_user OK
INFO 2022-01-09 21:22:46,253 all_admins OK
INFO 2022-01-09 21:22:49,863 admin_anons OK
INFO 2022-01-09 21:22:57,018 all_admins OK
INFO 2022-01-09 21:22:58,908 data_user OK
INFO 2022-01-09 21:23:06,043 admin_user OK
INFO 2022-01-09 21:23:07,476 data_user OK
INFO 2022-01-09 21:23:44,593 index_page OK
INFO 2022-01-09 21:30:27,302 personal_area OK
INFO 2022-01-09 21:30:37,622 index_page OK
INFO 2022-01-09 21:30:39,952 login_admin OK
INFO 2022-01-09 21:30:49,454 admin_user OK
INFO 2022-01-09 21:31:14,723 data_user OK
INFO 2022-01-09 21:31:17,848 data_user OK
INFO 2022-01-09 21:31:19,432 all_admins OK
INFO 2022-01-09 21:31:21,576 data_user OK
INFO 2022-01-09 21:31:25,659 data_user OK
INFO 2022-01-09 21:31:26,657 admin_user OK
INFO 2022-01-09 21:31:28,370 all_admins OK
INFO 2022-01-09 21:32:31,707 admin_user OK
INFO 2022-01-09 21:33:18,992 index_page OK
INFO 2022-01-09 21:33:37,669 announsement OK
INFO 2022-01-09 21:33:45,444 index_page OK
INFO 2022-01-09 21:34:38,314 index_page OK
INFO 2022-01-09 21:34:49,538 announsement OK
INFO 2022-01-09 21:34:51,735 announsement OK
INFO 2022-01-09 21:34:56,778 announsement OK
INFO 2022-01-09 21:35:30,576 index_page OK
INFO 2022-01-09 21:45:40,668 user_logout OK
INFO 2022-01-09 21:45:40,726 index_page OK
INFO 2022-01-09 21:45:42,892 login_user_page ok
INFO 2022-01-09 21:45:45,135 index_page OK
INFO 2022-01-10 18:30:12,597 index_page OK
INFO 2022-01-10 18:30:14,479 index_page OK
INFO 2022-01-10 18:30:15,271 announcement_chapter OK
INFO 2022-01-10 18:30:16,848 announcement_chapter OK
INFO 2022-01-10 18:30:17,435 login_user_page ok
INFO 2022-01-10 18:30:21,761 announsement OK
INFO 2022-01-10 18:30:27,309 announsement OK
INFO 2022-01-10 18:30:29,958 index_page OK
INFO 2022-01-10 18:30:32,824 personal_area OK
INFO 2022-01-10 18:30:36,069 user_logout OK
INFO 2022-01-10 18:30:36,094 index_page OK
INFO 2022-01-10 18:30:52,906 register OK
INFO 2022-01-10 18:31:12,464 index_page OK
INFO 2022-01-10 18:31:17,866 login_admin OK
INFO 2022-01-10 18:31:28,465 admin_user OK
INFO 2022-01-10 18:31:33,179 data_user OK
INFO 2022-01-10 18:31:34,374 admin_user OK
INFO 2022-01-10 18:31:38,093 admin_anons OK
INFO 2022-01-10 18:31:38,796 all_admins OK
INFO 2022-01-10 18:31:39,904 admin_user OK
INFO 2022-01-10 18:31:42,700 index_page OK
INFO 2022-01-10 18:58:03,861 index_page OK
INFO 2022-01-10 18:58:08,897 register OK
INFO 2022-01-10 19:21:54,349 login_user_page ok
INFO 2022-01-10 19:22:06,110 index_page OK
INFO 2022-01-10 19:22:22,790 announcement_chapter OK
INFO 2022-01-10 19:22:23,734 announcement_chapter OK
INFO 2022-01-10 19:22:32,213 user_logout OK
INFO 2022-01-10 19:22:32,257 index_page OK
INFO 2022-01-10 19:22:37,093 login_user_page ok
INFO 2022-01-10 19:22:51,168 announsement OK
INFO 2022-01-10 19:22:58,061 personal_area OK
INFO 2022-01-10 19:23:00,391 create_announcement OK
INFO 2022-01-10 19:23:07,666 editing_announcement OK
INFO 2022-01-10 19:23:13,443 login_user_page ok
INFO 2022-01-10 19:23:15,267 index_page OK
INFO 2022-01-10 19:23:19,130 personal_area OK
INFO 2022-01-10 19:23:20,358 editing_announcement OK
INFO 2022-01-10 19:23:25,703 personal_area OK
INFO 2022-01-10 19:23:40,505 index_page OK
INFO 2022-01-10 19:23:41,494 announsement OK
INFO 2022-01-10 19:23:58,751 announsement OK
INFO 2022-01-10 19:24:08,786 announsement OK
INFO 2022-01-10 19:24:10,396 announsement OK
INFO 2022-01-10 19:24:13,820 index_page OK
INFO 2022-01-10 19:24:16,965 login_admin OK
INFO 2022-01-10 19:24:31,002 login_admin OK
INFO 2022-01-10 19:24:51,567 admin_user OK
INFO 2022-01-10 19:24:58,371 admin_user OK
INFO 2022-01-10 19:25:03,160 all_admins OK
INFO 2022-01-10 19:25:05,458 admin_anons OK
INFO 2022-01-10 19:25:14,273 admin_user OK
INFO 2022-01-10 19:25:15,125 data_user OK
INFO 2022-01-10 19:25:41,765 index_page OK
INFO 2022-01-10 19:26:28,010 announsement OK
INFO 2022-01-10 19:26:29,442 announsement OK
INFO 2022-01-10 19:26:30,730 announsement OK
INFO 2022-01-10 19:26:31,533 announsement OK
INFO 2022-01-10 19:27:16,814 login_admin OK
